1,10
19,14
4,26
13,11
10,6
14,9
26,13
11,0
17,22
5,24
24,7
12,8
28,15
25,18
2,1
16,2
21,3
15,4
20,5
9,16
7,17
29,19
22,23
6,12
27,20
8,21
18,25
