24,3
29,26
16,15
18,22
9,28
7,8
26,13
28,16
3,11
10,23
13,2
22,9
11,12
12,18
15,21
2,25
30,0
4,7
19,27
17,6
20,20
21,10
27,17
8,19
14,24
23,4
25,5
6,1
1,14
